Acc. No.,ISBN
19840,914098705
19841,914098713
19842,914098721
19844,914098748
10366,915368560
10999,921689802
12539,929355997
18099,930407598
11002,932499643
14428,932633226
14429,932633242
14430,932633285
14431,932633323
16256,932633463
10699,933452950
12509,935578242
3702,936756330
11707,936756500
12491,937073806
6320,938077244
5506,939010275
14501,939603268
24986,940322390
5872,940322668
17901,940322951
12193,941188736
12156,941188809
12158,941188906
6372,941413357
11544,942299248
11545,942299280
6204,942299329
6205,942299752
6201,942299795
5177,942299906
10649,942655109
5775,947351981
26213,954246497
16204,955262917
12866,958105839
12867,958105839
22507,961408820
12616,961408855
23430,961408871
25206,961672153
25204,961672161
14261,964350416
14260,964350424
11655,964591316
14349,964831201
14348,964831228
10527,970292708
24317,971757518
18098,972509445
13210,972652922
10760,974141011
11834,975283847
16174,976643456
18298,976694050
23674,1201853930
20876,1400030501
9936,1400030668
14712,1400034205
14083,1400034213
28807,1400034213
11617,1400040515
14281,1400040922
9694,1400046416
10445,1400046890
18334,1400052912
13895,1400062373
9937,1400075157
12258,1400078636
18332,1401308511
4462,1401812066
10569,1401837271
12925,1401862713
19359,1401872697
27319,1402000855
7123,1402001096
3509,1402001223
25879,1402003137
25791,1402008325
17326,1402012160
8672,1402012764
15215,1402014805
8638,1402015739
14312,1402016808
28048,1402022573
14810,1402022948
11449,1402023294
27711,1402024924
13886,1402026161
12399,1402026390
22574,1402027869
19765,1402027893
15230,1402028598
12496,1402029284
13462,1402030045
15876,1402031068
15125,1402032161
16082,1402032161
15578,1402033435
16496,1402036302
14244,1402036396
14687,1402036744
13957,1402042221
14688,1402053096
6602,1402070063
8657,1402070241
8191,1402070314
14005,1402070322
4808,1402070373
5265,1402070462
4804,1402070500
4805,1402070721
17920,1402070756
13992,1402070780
5262,1402070918
13961,1402070977
16134,1402071132
14011,1402071167
8729,1402071191
8681,1402071426
5260,1402071973
9164,1402072090
13989,1402072163
18262,1402072163
25880,1402072384
14143,1402072449
20143,1402072538
8648,1402072554
8659,1402072589
8647,1402072635
5261,1402072937
8673,1402073186
13998,1402073208
5263,1402073240
8628,1402073321
8650,1402073461
8663,1402073488
13991,1402073569
14287,1402073739
8646,1402073844
14359,1402073992
8676,1402074018
8651,1402074611
8634,1402074662
8671,1402074719
8670,1402074794
8674,1402074905
8664,1402074913
8660,1402074921
8675,1402074956
8626,1402074964
8625,1402074980
15597,1402074999
8641,1402075286
8658,1402075294
12395,1402075332
8630,1402075588
8624,1402075596
8633,1402075626
8649,1402075642
8665,1402075707
11495,1402075731
10218,1402075758
12579,1402075871
25657,1402075901
8654,1402075936
8669,1402075944
14003,1402075987
8636,1402076029
8653,1402076061
8298,1402076177
10232,1402076630
11520,1402076711
8642,1402076908
9170,1402076916
10309,1402076940
8668,1402076983
9199,1402077122
12919,1402077289
19367,1402077610
13851,1402077688
14653,1402077769
15090,1402077955
11049,1402078358
27719,1402078676
10227,1402078838
12397,1402079168
9831,1402079303
11790,1402080115
12578,1402080441
11335,1402080476
10839,1402080492
27708,1402080697
10780,1402080751
12392,1402081103
11340,1402081146
27722,1402081464
27720,1402081529
20299,1403905622
9891,1403905843
6873,1403908591
7250,1403911037
11982,1403924880
18700,1403932026
11873,1403939438
15936,1403988153
8858,1405101520
17164,1405107138
8915,1405110570
17945,1405111313
13936,1405111348
17491,1405114886
16410,1405121173
12623,1405127155
9947,1405300493
12253,1405305770
27937,1409928177
17219,1412909236
17207,1412919541
17208,1412919541
17209,1412919541
17210,1412919541
13967,1416500189
12469,1416502653
14976,1416522611
14716,1417915846
16389,1418835560
18447,1418836338
12115,1419120026
14715,1419125389
14714,1419172840
14271,1419192167
15528,1420044621
17493,1420046446
15513,1420051547
18761,1420052179
17390,1420055291
23170,1420061313
16597,1428619259
27917,1447211952
10587,1550922559
14134,1555423388
10230,1555425003
6379,1555581234
6378,1555582079
12978,1555582125
9315,1555582591
9438,1555583059
11130,1555583075
12229,1555583334
15152,1555583385
13142,1555704190
12758,1556176333
505,1556238940
11108,1557385300
9449,1557527571
1601,1557868743
19613,1558601244
2595,1558602860
25395,1558603107
6697,1558603433
18267,1558603549
4353,1558603719
4354,1558603719
5966,1558604103
6700,1558604103
10486,1558604111
10130,1558604448
10538,1558604561
11969,1558604790
4957,1558604820
5964,1558604987
10539,1558605088
7966,1558605118
10529,1558605290
8374,1558605339
6087,1558605371
5965,1558605398
6698,1558605398
6492,1558605436
9563,1558605525
12511,1558605525
6696,1558605576
10131,1558605614
6691,1558605703
157,1558605746
158,1558605746
1046,1558605746
1047,1558605746
10540,1558605762
7965,1558605827
3085,1558605886
6692,1558605959
10126,1558606009
7072,1558606084
10698,1558606432
21297,1558606564
2597,1558606580
22391,1558606599
5963,1558606645
2791,1558606726
10532,1558606777
9566,1558606882
14253,1558607145
15917,1558607145
2596,1558607234
8726,1558607455
4958,1558607498
11192,1558607552
14917,1558607668
6690,1558607692
18266,1558607870
7913,1558607900
9313,1558607927
8524,1558607978
7910,1558607986
11193,1558608028
10487,1558608087
11191,1558608168
8715,1558608303
8380,1558608311
10128,1558608311
10979,1558608354
10485,1558608400
8844,1558608591
9893,1558608680
7967,1558608702
10537,1558608710
11636,1558608729
11190,1558608745
18149,1558608923
10533,1558609067
10547,1558609148
10530,1558609164
11189,1558609180
9894,1558609199
10129,1558609237
11375,1558609253
11248,1558609296
11222,1558609326
8846,1558609334
8378,1558609342
17614,1558609350
18634,1558610901
14504,1559213353
14272,1559213361
18179,1559536527
5505,1559705736
10913,1560229721
12994,1560256729
10020,1560326352
17490,1560329017
6319,1560520558
6314,1560521112
10449,1561585335
12479,1563086247
12478,1563086298
24090,1563087510
12475,1563087774
12474,1563088924
11003,1563523353
19181,1563673495
22005,1563960141
16863,1563962837
22003,1563963930
7345,1563979802
10690,1564594467
16191,1564782980
14081,1564783049
6553,1564969258
5482,1565845692
6309,1565847113
9741,1565848012
8520,1565922069
3019,1565926099
10639,1566705630
17162,1566706459
14731,1567503942
11142,1568810148
18005,1568810393
6106,1568810482
18013,1568810512
19001,1568810792
18024,1568810873
18002,1568810903
8428,1568810911
3847,1568810938
18001,1568810989
17998,1568811039
18000,1568811047
11358,1568811195
8692,1568811241
19008,1568811268
4385,1568811276
19012,1568811306
25871,1568811357
19018,1568811365
19014,1568811438
19009,1568811462
18021,1568811470
19010,1568811527
16860,1568811543
18003,1568811586
18004,1568811594
8264,1568811608
19017,1568811667
18073,1568811683
18008,1568811713
18022,1568811985
19021,1568812019
11154,1568812051
19020,1568812108
14106,1568812116
15366,1568812140
19004,1568812167
18012,1568812213
16858,1568812221
18015,1568812299
25860,1568812302
16868,1568812345
18007,1568812353
16855,1568812361
13938,1568812426
18011,1568812469
20489,1568812566
14105,1568812620
18020,1568812663
16857,1568812698
19022,1568812701
19019,1568812795
17997,1568813074
18009,1568813082
9306,1568980485
22500,1568983247
28790,1568983247
10427,1569571007
20560,1570270066
3703,1570270309
3701,1570270996
12756,1570629234
25133,1570830029
16165,1571456171
10488,1571817468
16647,1573223085
6965,1573922021
4335,1573928895
10561,1573929921
6173,1574442511
20247,1574670964
11896,1574770519
4716,1575000865
11593,1575000881
8269,1575860805
25413,1575861380
11714,1575861623
17856,1575864223
17851,1575864282
17845,1575864363
17847,1575864487
17854,1575864584
17855,1575864665
18290,1575865122
18637,1576040461
10308,1576077918
10157,1577180011
19893,1578067839
3547,1578200733
3666,1578200806
12555,1578200822
5496,1578200997
3659,1578201012
3839,1578201012
3667,1578201039
5495,1578201101
5497,1578201128
15713,1578201241
10459,1578202221
12168,1578202515
9246,1578203015
10694,1578511429
11076,1578512549
3301,1578512611
9713,1578513014
4773,1578516447
6134,1578516579
9707,1578516994
11170,1578517079
4771,1578517087
11597,1578517095
8835,1578518520
7415,1578519314
138,1578700663
10885,1578701015
7074,1578701899
4390,1579550045
5315,1579550088
5075,1579582605
25944,1579583865
25945,1579583865
14205,1579590756
14283,1580087272
10268,1580530001
19719,1580530354
8886,1580530737
7085,1580530796
5659,1580530869
8558,1580530885
9346,1580530907
3645,1580530931
10245,1580531075
6376,1580531083
8336,1580531105
7430,1580531113
8877,1580531121
19720,1580531210
3646,1580531385
6321,1580531563
7611,1580531660
9323,1580531733
8852,1580531784
9371,1580531830
6572,1580532446
7095,1580532470
5637,1580532780
7609,1580532837
16685,1580532853
7258,1580532934
7610,1580532950
11622,1580533140
9326,1580533175
15911,1580533205
8187,1580533213
13950,1580533353
7915,1580533418
7090,1580533426
9324,1580533558
9218,1580533574
7093,1580533701
8495,1580534791
9373,1580534821
10093,1580534848
8616,1580534902
16683,1580534910
8188,1580535003
11325,1580535046
8186,1580535054
8545,1580535062
9769,1580535070
11623,1580535089
13949,1580535208
8612,1580535216
8427,1580535224
9325,1580535283
18976,1580535305
8611,1580535321
12564,1580535364
8493,1580535372
10094,1580535429
13739,1580536107
13765,1580536344
13218,1580536425
9198,1580536441
8613,1580536484
8494,1580536557
12915,1580536891
13737,1580536948
12914,1580536964
13336,1580537251
13066,1580537499
13768,1580537553
12908,1580537707
12781,1580537898
13338,1580537936
12742,1580538126
17314,1580538142
13766,1580538495
15235,1580538630
15912,1580538673
13337,1580538886
17317,1580538940
12907,1580538967
12786,1580539092
13339,1580539157
12438,1580539394
13219,1580539432
28102,1580539459
13334,1580539599
12161,1580650546
26130,1581125410
17900,1581154089
9350,1582300178
14274,1582701148
14703,1583227245
5503,1583670254
18100,1584230746
1674,1584350113
10650,1584350121
5078,1584500182
7127,1584500816
5095,1584500921
12927,1584502258
12924,1584502452
4493,1584502479
11671,1584502479
11065,1584502509
13017,1584502703
11702,1584502770
23865,1584503580
12926,1584503904
15269,1584503939
16227,1584504129
17743,1584504242
9292,1584880074
11037,1584880384
6112,1584880643
6609,1584880732
8608,1584880902
4951,1584881534
14921,1584881852
12722,1584881879
5655,1584882069
15187,1584882476
15396,1584882549
9291,1584882557
6069,1584883030
11149,1584883065
6059,1584883103
6074,1584883138
12075,1584883189
18558,1584883278
6611,1584883332
9151,1584883383
10560,1584883391
11354,1584883812
13692,1584883839
15033,1584883871
20416,1584883901
8923,1584883936
14898,1584883960
11351,1584884215
9935,1584884363
13751,1584884479
14406,1584884487
10731,1584884495
23286,1584884568
11119,1584884576
13733,1584884657
14648,1584884754
14109,1584885181
14108,1584885343
18042,1584885491
18762,1584885653
15114,1584886544
23283,1584886811
17389,1584888105
16144,1585674281
12495,1585861979
10638,1586030493
26513,1586030884
12113,1586032550
26515,1586033069
8713,1586033255
8679,1586033506
9127,1586033638
10898,1586033964
10893,1586034006
11349,1586034235
16639,1586035509
10226,1587050218
10177,1587201011
3721,1587991039
5546,1587991101
5712,1587991225
11278,1587991519
11594,1587991519
25023,1588110516
11603,1588341712
6478,1589950046
10191,1590590031
8994,1590590228
7283,1590590392
10181,1590590422
7629,1590590465
8329,1590590651
9026,1590590686
8999,1590590716
10771,1590590783
24981,1590590821
10772,1590590872
7630,1590590988
9028,1590591097
7634,1590591143
21299,1590591208
8189,1590591275
9310,1590591313
10169,1590591410
7642,1590591496
8458,1590591690
16816,1590592077
8457,1590592085
8748,1590592123
19074,1590592271
8724,1590592344
11146,1590592603
11342,1590592654
26043,1590593189
11145,1590593227
11928,1590593278
15096,1590593359
11147,1590593464
11148,1590593502
10604,1590593553
10185,1590593782
10883,1590593812
24980,1590593839
18754,1590593871
18752,1590593898
11341,1590594037
11925,1590594223
15086,1590594584
16207,1590594908
23057,1590595629
18779,1590595823
18597,1590596048
18595,1590596161
21283,1590596714
21284,1590596803
18794,1590597656
10263,1591391113
11765,1591391865
11787,1591392748
12345,1591392888
11789,1591393221
10264,1591393477
9708,1591395011
22498,1591396700
11329,1591396816
15351,1591397588
16806,1591398193
8684,1591400457
8711,1591400465
9345,1591400503
9256,1591401054
12067,1591401321
12064,1591401747
8710,1591401836
13869,1591402220
8686,1591402263
13346,1591402395
11221,1591402700
8693,1591402719
11225,1591402751
10460,1591402778
12291,1591402816
14130,1591403464
13350,1591403707
12286,1591403855
11220,1591403944
13342,1591403979
13345,1591404126
11230,1591404150
13752,1591404274
13343,1591404606
11874,1591405319
12634,1591405408
13361,1591405467
18737,1591405882
14571,1591407362
15487,1591407532
15202,1591408105
16411,1591408636
15329,1591409152
12473,1591580005
12477,1591580056
12476,1591580927
15108,1591581605
11616,1591840392
12246,1591840449
16147,1591841070
16397,1592001556
16393,1592003656
16387,1592004342
16390,1592004938
13003,1592730019
8017,1592730078
11372,1593270127
11370,1593270356
15101,1593270364
15064,1593270712
22553,1593271190
14750,1593372744
12583,1594200459
15142,1594201072
22842,1595263519
14717,1595402365
14903,1595403418
14642,1596930500
18588,1596933763
15105,1597490059
18795,1597490768
17762,1599040573
17761,1599041863
17142,1599043580
22234,1601980045
5138,1820321197
5473,1820321197
5474,1820321197
5475,1820321197
5476,1820321197
28695,1840146265
6229,1840462507
22350,1840648279
8052,1840722193
5938,1841122408
5941,1841122564
5936,1841123064
5945,1841123137
5939,1841123188
5940,1841123811
5944,1841123862
7789,1841157252
14248,1841157910
14758,1841695424
5518,1842030000
5910,1842125834
12445,1842770195
11255,1842770799
11609,1842771574
11595,1842772635
11264,1842772813
12443,1842773054
14468,1842775510
12061,1843340771
8781,1843910004
7963,1843910128
7807,1843910152
8771,1843910209
7820,1843910217
8779,1843910241
8783,1843910268
7830,1843910292
15571,1843910306
7819,1843910330
7951,1843910357
7797,1843910373
7811,1843910381
8782,1843910403
7823,1843910411
7810,1843910438
8772,1843910446
7954,1843910454
7949,1843910462
7796,1843910470
7817,1843910489
8778,1843910497
7826,1843910500
7791,1843910519
7794,1843910527
7799,1843910535
8780,1843910543
14705,1843910675
22144,1844073394
11012,1844130053
8407,1844133141
12761,1844135675
14157,1846280214
14149,1846281512
17271,1846283809
15939,1846284880
16697,1846840708
17072,1846840732
16701,1846840775
16710,1846840783
16744,1846840813
16745,1846840821
16709,1846840945
16746,1851682902
16741,1851683178
16743,1851683461
18337,1851684522
16,1852330090
17,1852330090
1896,1852330155
2130,1852330325
2131,1852330325
3536,1852330430
6663,1852330562
11868,1852330570
2132,1852330716
8301,1852330740
8038,1852330899
6056,1852330910
23,1852331402
8036,1852331410
2652,1852331526
5672,1852331623
17879,1852332069
7556,1852332352
2653,1852332360
11416,1852332425
8746,1852332476
3,1852332484
3836,1852332530
8039,1852332646
3541,1852332654
2802,1852332751
4848,1852332832
6132,1852332972
1897,1852333146
6042,1852333197
13423,1852333197
8040,1852333324
9000,1852333731
5294,1852333774
2621,1852333804
4959,1852333855
11401,1852333898
10107,1852333944
7981,1852334010
8043,1852334088
10182,1852334134
4846,1852334177
11424,1852334185
3799,1852334258
2250,1852334339
7628,1852334363
2806,1852334401
8044,1852334649
7844,1852334703
3837,1852334711
3643,1852334770
2801,1852334886
12347,1852334932
3840,1852335025
9018,1852335068
18783,1852335084
11446,1852335173
11421,1852335327
3849,1852335378
7176,1852335408
10879,1852335491
10901,1852335513
8474,1852335599
14851,1852335653
11431,1852335696
11871,1852335769
11420,1852335793
11432,1852335831
11931,1852335882
11411,1852335939
7769,1852335947
12072,1852335963
10204,1852336110
11962,1852336366
15203,1852336404
11403,1852336544
17307,1852336552
11414,1852336617
13465,1852336722
8747,1852336765
11519,1852336811
11426,1852336889
7980,1852337087
8480,1852337133
8989,1852337168
10127,1852337184
7631,1852337214
8733,1852337354
8469,1852337451
9008,1852337478
14138,1852337559
9166,1852337699
10894,1852337834
10891,1852337850
15097,1852337893
10877,1852338024
11306,1852338083
12387,1852338180
11974,1852338202
12217,1852338229
14004,1852338253
12394,1852338350
11916,1852338377
13466,1852338660
13470,1852338695
13952,1852338954
23935,1852338997
12861,1852339055
13922,1852339217
17407,1852339225
14142,1852339403
15944,1852339470
13924,1852339519
13720,1852339764
16878,1852339845
13951,1852339896
5992,1853128015
24928,1853264636
14461,1853267333
28808,1853267333
10513,1853836133
7919,1854107925
19293,1854372637
10813,1854717642
8683,1855548453
12063,1856043703
9819,1856044564
9820,1856044653
10846,1856044793
10850,1856044874
14502,1856045668
7062,1856490440
12442,1856499006
11607,1856499065
11254,1856499499
11604,1856499782
11785,1857028899
14589,1857152948
4853,1857230213
4857,1857230302
4852,1857230728
8294,1857231384
4858,1857231465
13331,1857231465
13332,1857231465
4856,1857232526
3304,1857235630
4855,1857236645
12039,1857236645
12040,1857236645
4851,1857237056
9934,1857283791
17354,1857284704
17356,1857285042
11882,1857881214
11885,1857882113
14080,1857883616
2864,1859542410
3582,1859734243
7135,1859734405
11105,1859735886
9274,1859736181
1286,1859840515
6058,1859840876
1849,1859841058
1852,1859841074
1685,1859841082
2865,1859841236
1884,1859841511
1288,1859841619
1850,1859841643
6053,1859841694
1885,1859841821
2223,1859841848
1686,1859841929
2418,1859842224
1886,1859842593
1675,1859842747
1853,1859843492
15572,1859843719
5883,1859843735
5885,1859843859
5882,1859844111
8297,1859844413
8296,1859844464
10112,1859844634
10113,1859845398
5881,1859846505
5884,1859846874
1285,1859847315
1676,1859847455
3453,1859848222
1892,1859848982
2863,1859849199
7918,1859863620
8911,1859960545
3455,1860461514
8893,1860467385
8891,1860467903
8892,1860467911
10325,1860648916
14030,1860940382
14555,1860941818
22255,1860942113
9065,1860942148
9853,1860942237
9840,1860942288
11996,1860942660
9841,1860943373
9055,1860943411
8310,1860943497
11120,1860943551
12002,1860944736
18915,1860944809
22115,1860945171
19088,1860945511
25667,1860945538
15680,1860945635
14026,1860945708
16252,1860946178
16960,1860946267
18914,1860946305
14439,1860946348
17857,1860946682
697,1861003625
2299,1861372563
1946,1861970013
2632,1861970129
2298,1861970218
2631,1861970226
2707,1861970544
2634,1861970552
2301,1861970803
2708,1861971184
2709,1861971532
2303,1861971753
2704,1861971834
2788,1861971974
2302,1861972059
11259,1861972350
2630,1861972385
2304,1861972555
2706,1861972687
2633,1861972695
1947,1861972830
6232,1861973500
7786,1861974299
10403,1861974299
9319,1861974760
16901,1861975139
6632,1861975325
10512,1861975945
10166,1861976453
14159,1861979711
14078,1862076634
12256,1862077576
11110,1868143619
2699,1870775023
25401,1871802067
18942,1876175435
5776,1876627239
7921,1876778938
12775,1878289713
23550,1878380095
12620,1878380281
6034,1878707981
14708,1879335522
14709,1879335867
12164,1879505622
9642,1882114825
9643,1882114884
10384,1882968123
18033,1882982940
16224,1882982967
18101,1883011388
24998,1883642507
11758,1884777651
15059,1886411727
11369,1886411794
12247,1886529027
4854,1887230701
12148,1888001518
12522,1888001704
12526,1888001798
12528,1888001852
13208,1888001925
15465,1890206334
6893,1890206369
15832,1890206628
2428,1890951161
14738,1890951234
2042,1890951242
12437,1890951331
10462,1891121219
10461,1891121243
10466,1891121251
12909,1891121383
8919,1891389246
18305,1892391201
12540,1892769220
3950,1893115445
18751,1893115542
2623,1893115720
2431,1893115739
10770,1893115836
7178,1893115879
2800,1893115968
13594,1894893131
12125,1894893670
12126,1894893697
19716,1897635184
17955,1899179798
17678,1902505794
28792,1903663776
14718,1904811817
10062,1904838006
11684,1904915019
21658,1904987176
17131,1905204698
16708,1905422229
22168,1905422261
16696,1905422288
11173,1920888101
5660,1928994296
5632,1928994342
3855,1928994598
8505,1929007175
9743,1930110332
9534,1930110995
13711,1930190867
9245,1930190891
11206,1931182108
11540,1931182116
16636,1931182205
16634,1931182213
12181,1931241066
12519,1931241082
12153,1931241139
12143,1931241147
12531,1931241155
12177,1931241163
12144,1931241171
12532,1931241287
12530,1931241317
12154,1931241325
12178,1931241333
12520,1931241341
13221,1931448000
10419,1931769249
16640,1931769532
8697,1931777136
13378,1931914222
12188,1932026002
12527,1932026010
12192,1932026029
12163,1932026088
12155,1932026142
9720,1932266690
12996,1932394273
16226,1933371048
20494,2020694204
3689,2625110010
2548,2626612099
15362,2843873134
14836,2880466865
10146,2880467314
10138,2880743710
26481,3037190000
10988,3037190019
26472,3037190175
19996,3110172836
8749,3211068538
11310,3211224688
13559,3211277404
3512,3211833676
10950,3211834729
10161,3211835342
5669,3211836810
8299,3211838708
2311,3527283285
7144,3527297790
7137,3527299882
7138,3527299882
7150,3527301003
7143,3527301534
7152,3527302719
7933,3527305211
7925,3527306803
7926,3527306803
7927,3527306803
7928,3527306803
7773,3527306811
9488,3527307508
11177,3527403639
8661,3527403647
14276,3527404074
16832,3527404287
16653,3527405089
13708,3527405747
2599,3528031492
2598,3528031506
2602,3528057548
9200,3540000518
9020,3540001417
6050,3540001654
10193,3540001913
9574,3540002189
10324,3540002391
8992,3540002421
9024,3540003010
11872,3540003029
11943,3540003355
8695,3540003436
26009,3540003584
8691,3540003754
8987,3540003959
8716,3540003983
7159,3540004092
10404,3540004750
11402,3540005293
7766,3540005498
8682,3540006028
8981,3540006788
11960,3540007016
11400,3540007024
7635,3540007059
8666,3540007415
11409,3540007873
13473,3540008462
8714,3540008675
8995,3540008810
9575,3540009140
8442,3540009353
11346,3540009477
9649,3540009485
11866,3540011552
8732,3540012184
8468,3540012494
9165,3540014381
9004,3540017704
8687,3540034366
13958,3540059237
23500,3540080724
8046,3540140158
17896,3540152997
10210,3540158510
283,3540199306
8452,3540200207
7622,3540200479
8443,3540200517
8690,3540200681
8523,3540200762
8446,3540200835
8456,3540201238
9309,3540201262
8435,3540201297
10948,3540201300
8459,3540201459
8447,3540201505
8460,3540201769
10895,3540201807
8431,3540201858
10900,3540201955
11837,3540201998
8433,3540202080
11291,3540202382
8448,3540202439
8436,3540202609
8430,3540203001
8439,3540203591
8465,3540204369
8445,3540204490
15104,3540205241
8440,3540205292
10052,3540205470
10323,3540205802
8455,3540205837
13370,3540205934
12197,3540205942
10866,3540206949
18175,3540207481
9663,3540208135
9660,3540208305
9798,3540208550
12858,3540208658
12857,3540208666
11494,3540208674
12216,3540208739
10887,3540208763
10897,3540208828
9659,3540208879
13917,3540209212
10060,3540210229
9655,3540210903
10302,3540211098
10212,3540211276
12348,3540211411
14517,3540211497
13913,3540211500
13914,3540211519
18320,3540211535
10882,3540212027
10890,3540212310
10316,3540213317
12398,3540214313
10945,3540214453
10187,3540214496
13681,3540214933
11929,3540218718
10981,3540219234
11946,3540219765
10186,3540219854
13474,3540219951
10903,3540221387
12604,3540221557
14516,3540222146
12114,3540223010
11309,3540223290
11935,3540223452
11964,3540225722
13404,3540226745
11311,3540228403
11303,3540228772
12499,3540228888
13999,3540229035
11948,3540229167
11947,3540229175
11966,3540229191
11942,3540229450
11949,3540229477
11959,3540229833
11302,3540229930
11314,3540230491
11343,3540230602
20142,3540230750
11304,3540230866
11336,3540231226
13377,3540234330
13375,3540234519
11324,3540234985
12856,3540235604
14194,3540237291
12755,3540237739
14245,3540238093
12605,3540239154
27567,3540239499
12226,3540239871
11915,3540240101
11628,3540240586
11920,3540240756
11927,3540240888
13552,3540240950
12607,3540241205
11922,3540241264
11914,3540241310
19696,3540241736
14009,3540241930
12754,3540242015
12224,3540242082
12209,3540242864
11918,3540242880
12215,3540243283
14193,3540243712
13560,3540243720
12210,3540243968
12218,3540244204
14001,3540244611
12606,3540244646
12219,3540244778
12225,3540245235
12960,3540245472
12388,3540249362
12391,3540249796
13883,3540250573
13714,3540250727
17577,3540251286
12549,3540252703
12854,3540253289
12552,3540253378
12554,3540253963
15387,3540254226
12550,3540254366
12545,3540255206
13930,3540257241
14008,3540257268
12850,3540257837
14358,3540259953
13243,3540260048
13384,3540262032
14141,3540262520
13713,3540262547
13568,3540262784
14524,3540265961
13988,3540275908
13885,3540276939
14290,3540281029
14496,3540281037
14288,3540281959
18028,3540281967
13907,3540283846
13996,3540287019
14686,3540302956
13902,3540306188
14518,3540307079
13908,3540308415
14592,3540329226
14695,3540329382
17029,3540331999
14494,3540332189
14409,3540335188
5666,3540367206
6480,3540401245
7428,3540401458
8677,3540401520
20575,3540401539
10583,3540401822
8643,3540401830
8429,3540403434
8627,3540404058
11493,3540404430
11283,3540404600
30998,3540404678
30999,3540404678
31000,3540404678
31437,3540404678
8723,3540405186
11913,3540405380
15047,3540405755
12849,3540405917
11963,3540406700
11503,3540406778
14000,3540406778
19740,3540407146
7624,3540407200
15222,3540407596
10054,3540407618
7633,3540407685
11404,3540407723
8434,3540407952
8451,3540407979
7626,3540407987
8450,3540408029
7623,3540408134
7632,3540408215
7627,3540408339
14147,3540408347
7638,3540408606
8441,3540408789
7292,3540410163
7553,3540411097
7554,3540411097
14543,3540411585
4351,3540412174
18755,3540413235
5663,3540413413
11952,3540414037
11944,3540414924
11405,3540415203
6046,3540416358
6664,3540416544
7618,3540416587
8610,3540416668
9300,3540417087
5673,3540417214
2799,3540417842
2810,3540417850
2809,3540417869
2811,3540417877
3407,3540417931
11425,3540419047
11434,3540419330
11418,3540419349
5671,3540419535
2804,3540419756
11435,3540420274
8745,3540420886
4352,3540420894
5725,3540420894
2807,3540421300
17889,3540421378
8303,3540421394
11441,3540421459
3642,3540421629
2798,3540421653
11429,3540421661
11961,3540421769
17887,3540421920
6665,3540422366
6666,3540422366
6667,3540422536
3851,3540422781
11443,3540422897
14241,3540422978
2813,3540424172
6668,3540424504
6347,3540424512
11433,3540424792
7161,3540425217
3854,3540425519
7170,3540425667
11413,3540425802
6758,3540427333
9019,3540428003
6049,3540428240
11950,3540429492
11941,3540429883
10198,3540430210
11417,3540430792
11444,3540430814
9025,3540430830
7179,3540431012
7182,3540431071
7550,3540431071
5539,3540431152
3802,3540431543
18621,3540431683
3335,3540432027
3336,3540432027
8049,3540433309
11412,3540433317
9301,3540433678
11975,3540433767
5540,3540433961
7175,3540434879
9814,3540434917
9305,3540434984
4024,3540435506
7286,3540437193
11870,3540437606
8728,3540438068
8048,3540438718
10059,3540439234
15255,3540439463
7177,3540439633
8423,3540440070
7494,3540440089
7641,3540440089
14140,3540440100
11406,3540440690
8688,3540440976
11912,3540441166
10047,3540441344
5670,3540441417
8461,3540441573
11423,3540441999
4621,3540442111
9299,3540442138
11864,3540442634
6047,3540443096
7172,3540443118
10206,3540443193
11447,3540443843
11428,3540443851
18753,3540512535
25630,3540514716
25918,3540517324
19346,3540536620
10194,3540548130
14852,3540564489
28072,3540564535
7551,3540564896
3587,3540570241
14533,3540576185
18699,3540583181
14146,3540586547
14541,3540586628
18777,3540586636
14542,3540606564
6493,3540606769
10876,3540609253
14613,3540609431
7619,3540613560
2911,3540617876
14539,3540617884
9657,3540620060
5665,3540627383
6052,3540627537
28483,3540627715
6701,3540629718
10676,3540633510
1901,3540633693
8300,3540634460
11865,3540634460
7426,3540636064
2912,3540636400
2913,3540636862
3801,3540637605
3344,3540638938
3595,3540639918
33,3540640045
22584,3540642420
11181,3540643907
5667,3540643974
3852,3540644253
24131,3540644865
16499,3540646639
14853,3540647988
8743,3540653406
8991,3540653406
11321,3540653678
32418,3540653678
11958,3540654100
2238,3540654453
7249,3540654631
3408,3540654712
6198,3540654712
6035,3540654747
24,3540655786
2812,3540656200
11513,3540657150
13557,3540657738
9347,3540658084
20,3540658181
21,3540658181
11,3540658661
8,3540660445
2236,3540660615
6353,3540660887
9,3540661573
3513,3540662111
18624,3540663363
5,3540664297
4829,3540665056
6670,3540665641
6671,3540665692
6672,3540665706
14154,3540665722
28037,3540665838
7615,3540667784
4828,3540667830
20704,3540668179
2659,3540668349
8722,3540668403
163,3540668713
3791,3540669132
15,3540669841
2808,3540669973
7189,3540670882
29,3540671943
2432,3540673709
11445,3540673962
11179,3540673989
3432,3540676007
9302,3540676236
4377,3540677542
7183,3540678158
11442,3540678166
8239,3540678174
5483,3540679022
2805,3540679898
8035,3540760520
1765,3540761225
17891,3540761780
1766,3540761802
9369,3540761977
11782,3540762175
15731,3540762469
3695,3540780718
11295,3540780718
11296,3540780718
5179,3540780750
4379,3540780823
3647,3540780866
11783,3540780874
3523,3540780947
20491,3540781056
16506,3540781153
3322,3540909753
12062,3598116586
26029,3598117531
10266,3718604787
9927,3718605570
17885,3764303743
9167,3764321652
